"Title, Code, Price, URL, Translator, Blinding, Pages, Size in Inches, Description"
Noble Qur'an Arabic-English (Pocketsize Zipper Case),Q49,$21.95,https://dusp.org/quran/noble-qurans/q49-noble-qur-an-arb-eng-pocketsize-zipper-case.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Zipper Case,1312,4x5.5x1,"and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi, and Ibn Kathir with comments from Sahih Al-Bukhari. This summarized 1 volume version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al Madinah. Old code # for this item: Q01g."
Noble Qur'an Arabic-English (Pocket Size),Q48,$19.95,https://dusp.org/quran/noble-qurans/q48-noble-qur-an-arb-eng-pocket-size.html#/6-binding-paperback,Dr. Muhsin Khan & Taqi-ud-Din Hilali,No Blinding,1312,3.5x5x1.2,"and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi, and Ibn Kathir with comments from Sahih Al-Bukhari. This summarized 1 volume version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al Madinah. Q48A) ISBN: 1-59144-008-4 = 3.5x5x1.25"" = HB (Old #Q01f / Q01PS) Q48B) ISBN: 1-59144-007-6 = 3.25x4.75x1"" = Soft back (Old #Q01E) Note: The content of all the Noble Qur'ans is the same... only the text size & presentation is different. The editions may vary slightly within the different sizes."
Noble Qur'an Arabic-English (Medium Fine Paper),Q47,$20.95,https://dusp.org/quran/noble-qurans/q47-noble-qur-an-arb-eng-medium-fine-paper.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Softback,960,4x6x1,"Medium size soft cover edition of the easy to read modern English translation of The Noble Quran/Koran with Arabic text and brief explanations. and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. This 1 volume summarized version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al Madinah."
Noble Qur'an Arabic-English (Medium),Q46,$19.95,https://dusp.org/quran/noble-qurans/q46-noble-qur-an-arb-eng-medium.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Hardback,1183,5x6.75x2,"and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. This 1 volume summarized version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al Madinah. Old code # for this item: Q01c."
"Noble Qur'an Arabic-English (6x9"" Persian Script)",Q45,$24.95,https://dusp.org/quran/persian-script/q45-noble-qur-an-arb-eng-6x9-persian-script.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Hardback,823,6x9x1.2,"English meanings of The Noble Quran with large bold Arabic font (Pakistani/Persian Script). It is used mostly in Southeast Asian countries. It is also very good for beginners as the Arabic text is easier to read. See sample page from link above. This version doesn't contain the Appendix or anything else after Surah An-Nas as do the other Noble Qur'ans. and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. This 1 volume summarized version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. Old code # for this item was Q01p."
"Noble Qur'an Arabic-English (6x9"" PB Fine Paper)",Q44,$27.95,https://dusp.org/quran/noble-qurans/q44-noble-qur-an-arb-eng-6x9-fine-paper.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Paperback,927,5.5x8.25x1,"Standard paperback edition of the easy to read the modern English translation of The Noble Quran/Koran with Arabic text and brief explanations. Translation by: and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi, and Ibn Kathir with comments from Sahih Al-Bukhari. This 1 volume summarized version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al Madinah."
Noble Quran Part 30th: Arabic-English & Transliteration,Q16,$5.95,https://dusp.org/quran/noble-qurans/q16-noble-quran-part-30th-arabic-english-transliteration.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Paperback,72,5.5x8,"and (click on names for biography) Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. The reading or the Quran is of prime importance to a Muslim. The Quran was revealed in the Arabic language and it should also be read in Arabic only, because the actual meaning of the Quran in Arabic cannot be expressed in the translation of any language. That is why, it is an established fact that the reading of the any translation of the Quran does not mean that the actual Quran has been recited. But the Muslim who cannot read Arabic, are unable to get benefit by reciting the Quran in its language. Te ease them from this difficulty, through transliteration, an easy approach has been presented to recite the Quran. We have prepared this part of the Quran first which is in fact the last part of the Quran and contains small chapters (Surah)."
Noble Qur'an Verse by Verse (Part 1),Q11d,$5.95,https://dusp.org/quran/noble-qurans/q11d-noble-qur-an-verse-by-verse-part-1.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Hilali,Paperback,70,5.5x8,"This booklet contains the word-to-word English translation of the first Juz (Part 1) of the Quran to make your Quranic study easy. The complete word-to-word Qur’an is also available from the related items. Translation by: Dr. Muhammad Taqi-ud-Din Al-Hilali - Dr. Muhammad Muhsin Khan. Compiled by Dr. Muhammad Amin, Ph.D. [USA] To understand the Quran it is necessary that one should know the translation of every word of the verse. Therefore, to convey to the people, the more accurate meaning of the Qur'anic verses, the word-for-word translation of the meanings of the Noble Quran is being produced. Since mere word-for-word translation itself does not lead to the complete understanding, the idiomatic translation is also produced on the same page to facilitate for the complete awareness."
Noble Qur'an English Only 2-Column (Green PB Fine Paper),Q03g,$9.95,https://dusp.org/quran/noble-qurans/q03g-noble-quran-english-only-medium-green.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Paperback,872,5x6.75x1.5,"English meanings & explanation of The Noble Quran without Arabic text. Reads from left to right. Great to give for dawah purposes to Non-Muslims. Available on Size: Dr. Muhammad Muhsin Khan and Dr. Muhammad Taqi-ud-Din Al-Hilali Interpretation of the meanings of the Noble Qur'an in the modern English language. A summarized version of At-Tabari, Al-Qurtubi, and Ibn Kathir with comments from Sahih Al-Bukhari. This 1 volume summarized version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool."
Noble Qur'an Arb/Eng - Part 30 (Pocket size PB),Q02,$3.95,https://dusp.org/quran/noble-qurans/q02-noble-qur-an-arb-eng-part-30-pocket-size-pb.html,No Translator,Paperback,128,3x5,"English translation & tafsir of Part 30 of the Noble Quran in pocketsize paperback full color format. English translation & tafsir compiled by: and (click on names for biography). Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. Q02a = 7x10"" Large Hardback Q02b = 7x10"" Large Paperback Q02c = 3x5"" Pocket size HardbackQ02d = 3x5"" Pocket size Paperback Part 30 with English available in 4 sizes:"
"Noble Qur'an 6x9"" (Full Page Arabic & English)",Q34b,$39.95,https://dusp.org/quran/noble-qurans/q34b-noble-qur-an-6x9-full-page-arabic-english.html,Dr. Muhsin Khan & Dr. Taqi-ud-Din Al-Hilali,Hardback,1290,6x8.75x2,A new type of Noble Quran with standard Arabic Mushaf Uthmani 15 lines/page print on the right side and English translation on the left side of every page. It includes tafsir footnotes at the bottom of the English page. It also includes the full appendix at the end of the Quran. Note about page numbering: The page numbers for the English and Arabic side are the same at 605 (605x2=1210) followed by the appendix which is another 80 pages making a total of 1290 pages.
"Mushaf Madinah (Arabic-English, Old Edition)",Q37a,$39.95,https://dusp.org/quran/noble-qurans/q37a-mushaf-madinah-arabic-english-old-edition.html,No Translator,Hardback,976,5.75x8.5x1.10,"Mushaf Madinah - Al-Quran Al-Kareem with Translation of The Meanings of The Noble Quran in The English Language from King Fahad Printing Complex. Old edition is a little bigger in size but a little thinner. It has 2 color printing (blue background on surah names) on fine off-white color paper. The translation & tafsir (explanation) is same as all of Dar-us-Salam's Noble Qurans: Interpretation of the meanings of the Noble Qur'an with Arabic text in the modern English language. A summarized version of At-Tabari, Al-Qurtubi and Ibn Kathir with comments from Sahih Al-Bukhari. Summarized 1 volume version offers brief commentary and Ahadith wherever necessary. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. ewr Easy to read modern English translation of The Noble Quran (Holy book of Islam) with Arabic text and Transliteration (Roman script). Translation by Dr. Muhammad Muhsin Khan and Dr. Al-Hilal. ewr Standard size blue color Mushaf printed by Majamma Malik Fahad. Same Quran type found in many Masaajid around the world. Deluxe blue hardbound cover with fine paper and blue page background. ewr Large hardback edition of the easy to read modern English translation of The Noble Quran/Koran with Arabic text and brief explanations. Translation by Dr. Muhammad Muhsin Khan and Dr. Al-Hilal. ewr Pocket size edition of the easy to read modern English translation of The Noble Quran/Koran with Arabic text and brief explanations. Translation by Dr. Muhammad Muhsin Khan and Dr. Al-Hilal. ewr The Clear Quran - Arabic text with English Translation - in Paperback. Pleasant to Read, Easy to Understand, Noted for its clarity, accuracy, eloquence, and flow. ewr Al-Quran Al-Kareem Maqdis word-By-word English translation &amp; color coded tajweed (Arabic-English) extra large A4 size 12x8.5x1 inch. ewr Mushaf Madinah - Al-Quran Al-Kareem with Translation of The Meanings of The Noble Quran in The English Language from King Fahad Printing Complex. New edition is a little smaller in size but a..."
Noble Qur'an Arb/Eng (9 Vol. Set with Full Tafsir),Q01,$199.95,https://dusp.org/quran/noble-qurans/q01-noble-qur-an-arb-eng-9-vol-set-with-full-tafsir.html,Dr. Muhsin Khan & Taqi-ud-Din Hilali,Hardback,No Pages,6x9x11,"Interpretation of the meanings of The Noble Quran with Arabic text in the modern English language. and (click on names for biography) It is unique, remarkable and distinguished for its crystal clear, precise and pristine meanings. The meanings are fully elaborated and explained by Tafsir At-Tabari, Al-Qurtubi and Ibn Kathir and Ahadith from Sahih Al-Bukhari & Muslim. The work is recognized, approved and widely attributed throughout the world as the most accurate, exact, authentic, real and original interpretation of the Noble Qur'an. This 9 volume version offers commentary and complete hadith in Arabic and English related to the verse. This unique combination of commentary and relevant Ahadith makes this a very useful study reference tool. The Arabic text is taken from Mushaf al-Madinah. All the praises and thanks are to Allah, the Lord of Al-'Alamin (mankind, jinn and all that exists) and peace be upon the Master of the Messengers, Muhammad. This interpretation of the meanings of the Noble Qur'an has been revised and the following changes have been made Translator Dr. Muhammad Muhsin Khan Formerly Director, University Hospital Islamic University, Al-Madinah Al-Munawwarah Saudi Arabia Islam is the Divine religion for all people on the earth. It is a valuable treasure if they realize its truth. What the whole world needs most today is to understand and study its original sources: the Qur'an and Sunnah, as only Islam can extinguish people's thirst for their knowledge about their Creator; organize their mutual relations on the basis of justice and equality; and respond to human nature in a way that will lead them to happiness in the world as well as in the Hereafter. How many trials and wars are people undergoing due to their differences in beliefs and systems which have caused them to split in utter separation. Now there is no way to peace and security except Islam. Therefore, an invitation to Islam is a duty of those who have known it, enjoyed its taste and have been rightly guided by it. In fact, it is a great responsibility upon Muslims to preach the teachings of Islam to the non-Muslims in their own languages. Dr. Muhammad Muhsin Khan, a specialist in heart diseases who worked for some time in England, then moved to Saudi Arabia to settle in Al-Madinah AI-Munawwarah, realized his responsibility towards Islam. This was owed to a dream he had one night. According to the dream, he saw the Prophet in a large gathering of people. Out of love, he stepped towards him to kiss his knees; but the Prophet disapproved it. Suddenly, the perspiration began to flow from his body and Muhsin Khan drank it to his satisfaction. Then the Prophet asked him for a paper on which he wrote down that he wanted him (to serve Islam) and stamped it with his seal. When Muhsin Khan woke up, he was struck by a feeling of bewilderment, awe, and sublimity. He asked the knowledgeable persons to interpret his dream. They indicated that he would serve the Prophet's sayings. So, he looked for a project to serve Islam and convey its message to the English-speaking people. After much consideration, he concluded that Sahih of Imam Al-Bukhari, who is the most authentic collector of the Prophet's sayings, needs to be translated into English. So, he decided to render Sahih Al-Bukhari into English. He worked strenuously completing it in twelve years with the Grace of Allah. During the translation process, he consulted a number of English versions of the Qur'an but he found that they had ambiguity, shortcomings, and dogmatic errors. Therefore, in association with Dr. Muhammad Taqi-ud-Din Al-Hilali, he undertook the task of interpretation of the meanings of the Noble Qur'an providing evidence from the authentic sources for clarification. At their behest, we brought about a summarized edition in one volume. Its popularity among the readers encouraged them to prepare a comprehensive version of the interpretation of the meanings of the Qur'an in nine volumes comprising a number of Ahadith from Sahih Al-Bukhari, Sahih Muslim and other books with comments from Tafsir At-Tabari, Tafsir AI-Qurtubi and Tafsir Ibn Kathir, where necessary to elaborate upon the Qur'anic Verses. No doubt this work is a great source of knowledge for the readers, seekers of truth and the scholars. Now, they can study the Qur'an in a better way and concentrate on the wisdom behind it. In this nine-volume edition, the reader will find that the statements on Monotheism, Disbelief, Polytheism, Hypocrisy and Jihad have been repeated several times. This is to highlight the significance of the Islamic creed. Also, some Ahadith has been repeated at various places due to their relevancy and close context with the Verses. Therefore, such repetition has become an unavoidable need for the correct interpretation. Finally, I wish to express my thanks to the translators for their kind permission to bring about this work for the benefit of the people. I am also grateful to my staff members, particularly Syed Masoodul Hasan, Mr. Mohammad Munawwar and Mr. Mohammad Ayub who made their best efforts to check and reuse the text carefully and repeatedly to avoid any mistakes; and thus contributed substantially to give the final touch to the project. May Allah the Almighty reward us for this achievement, make it solely for His Pleasure and hold us firm on the Right Path. May Allah shower peace and blessings on our Prophet Muhammad, his family, Companions and all those who follow him. Abdul Malik MujahidGeneral Manager Darussalam Publishers and Distributors, Riyadh."
